ISO3;Region;SubRegion;Country/Territory;SourceType;Year;DrugGroup;DrugSubGroup;DrugName;quantity;unit;KgEquivalent;Comment
BEN;Africa;West and Central Africa;Benin;Govt;2016;Precursors;Precursors;Precursors;295,370;Kilogram;295,370;
BFA;Africa;West and Central Africa;Burkina Faso;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Non-specified amphetamine-type stimulants;30010,590;Kilogram;30010,590;
BFA;Africa;West and Central Africa;Burkina Faso;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);3497,440;Kilogram;3497,440;
BFA;Africa;West and Central Africa;Burkina Faso;ARQ;2019;Cocaine-type;Cocaine;Cocaine;1,910;Kilogram;1,910;
BFA;Africa;West and Central Africa;Burkina Faso;ARQ;2019;Opioids;Heroin;Heroin;26,560;Gram;0,030;
BFA;Africa;West and Central Africa;Burkina Faso;HONLAF;2018;Any other drugs/substances;;;75293,000;Kilogram;75293,000;
BFA;Africa;West and Central Africa;Burkina Faso;HONLAF;2018;Cannabis-type drugs (excluding synthetic cannabinoids);;;10625,350;Kilogram;10625,350;
BFA;Africa;West and Central Africa;Burkina Faso;HONLAF;2018;Cocaine-type;Cocaine;Cocaine;0,010;Kilogram;0,010;
BFA;Africa;West and Central Africa;Burkina Faso;HONLAF;2018;Opioids;Heroin;Heroin;18,600;Kilogram;18,600;
CPV;Africa;West and Central Africa;Cabo Verde;OC2020;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);2390,200;Kilogram;2390,200;
CPV;Africa;West and Central Africa;Cabo Verde;OC2020;2019;Cocaine-type;Cocaine;Cocaine;11073,880;Kilogram;11073,880;
CAF;Africa;West and Central Africa;Central African Republic;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);212,000;Kilogram;212,000;
CAF;Africa;West and Central Africa;Central African Republic;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);34,000;Kilogram;34,000;
CAF;Africa;West and Central Africa;Central African Republic;ARQ;2017;Cocaine-type;Cocaine;Cocaine;50,000;Gram;0,050;
CAF;Africa;West and Central Africa;Central African Republic;ARQ;2017;NPS;Plant-based NPS;Plant-based new psychoactive substances;44,000;Kilogram;44,000;
CAF;Africa;West and Central Africa;Central African Republic;ARQ;2017;Opioids;Heroin;Heroin;102,000;Gram;0,100;
CAF;Africa;West and Central Africa;Central African Republic;ARQ;2017;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;96,000;Kilogram;96,000;
TCD;Africa;West and Central Africa;Chad;Govt;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);640,000;Kilogram;640,000;
TCD;Africa;West and Central Africa;Chad;Govt;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);550,000;Kilogram;550,000;
TCD;Africa;West and Central Africa;Chad;Govt;2016;Opioids;Pharmaceutical opioids;Tramadol;5025911,000;Tablet;251,300;
TCD;Africa;West and Central Africa;Chad;Govt;2016;Sedatives and tranquillizers;Benzodiazepines;Diazepam;512500,000;Tablet;5,120;
TCD;Africa;West and Central Africa;Chad;Govt;2016;Sedatives and tranquillizers;Non-specified sedatives and tranquillizers;Other drugs/substances;310150,000;Tablet;3,100;
ARM;Asia;Central Asia and Transcaucasia;Armenia;ARQ;2020;Opioids;Poppy straw (seed heads, pods or capsules);Poppy straw (seed heads, pods or capsules);108,210;Grams;0,108;
ARM;Asia;Central Asia and Transcaucasia;Armenia;ARQ;2020;Opioids;Pharmaceutical opioids;Buprenorphine;3,731;Grams;0,004;
ARM;Asia;Central Asia and Transcaucasia;Armenia;ARQ;2020;Opioids;Pharmaceutical opioids;Codeine;38,443;Grams;0,038;
ARM;Asia;Central Asia and Transcaucasia;Armenia;ARQ;2020;Opioids;Pharmaceutical opioids;Fentanyl;0,001;Grams;0,000;
ARM;Asia;Central Asia and Transcaucasia;Armenia;ARQ;2020;Opioids;Pharmaceutical opioids;Methadone;119,198;Grams;0,119;
ARM;Asia;Central Asia and Transcaucasia;Armenia;ARQ;2020;Opioids;Pharmaceutical opioids;Tramadol;150,000;Grams;0,150;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);27,890;Ton;27888,000;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);53,000;Gram;0,050;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2019;Cocaine-type;Cocaine;Cocaine;1,400;Kilogram;1,400;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2019;Opioids;Heroin;Heroin;23,970;Kilogram;23,970;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2019;Sedatives and tranquillizers;Non-specified sedatives and tranquillizers;Non-specified sedatives and tranquillizers;645,200;Kilogram;645,200;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;0,590;Kilogram;0,590;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);5,200;Ton;5198,000;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;104,000;Plants;10,400;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);565,000;Gram;0,570;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2018;Cocaine-type;Cocaine;Cocaine;1,290;Kilogram;1,290;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2018;Opioids;Heroin;Heroin;1,720;Kilogram;1,720;
CIV;Africa;West and Central Africa;Côte d'Ivoire;UPU;2018;Opioids;Pharmaceutical opioids;Tramadol;43942,000;Kilogram;43942,000;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2018;Sedatives and tranquillizers;Non-specified sedatives and tranquillizers;Non-specified sedatives and tranquillizers;61,640;Kilogram;61,640;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);3,050;Ton;3050,000;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);0,100;Gram;0,000;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2017;Cocaine-type;Cocaine;Cocaine;5,120;Kilogram;5,120;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2017;Opioids;Heroin;Heroin;1,690;Kilogram;1,690;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2017;Opioids;Pharmaceutical opioids;Tramadol;26,120;Kilogram;26,120;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2017;Precursors;Precursors;Precursors;916,000;Gram;0,920;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2017;Sedatives and tranquillizers;Benzodiazepines;Clonazepam (Rivotril);27,450;Gram;0,030;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2017;Sedatives and tranquillizers;Benzodiazepines;Diazepam;9,650;Kilogram;9,650;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);6,310;Ton;6310,000;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);80,000;Gram;0,080;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2016;Cocaine-type;Cocaine;Cocaine;48,110;Kilogram;48,110;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2016;Cocaine-type;Cocaine;Cocaine;48,110;Kilogram;48,110;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2016;Opioids;Heroin;Heroin;0,590;Kilogram;0,590;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2016;Opioids;Pharmaceutical opioids;Tramadol;5,890;Kilogram;5,890;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2016;Precursors;Precursors;Precursors;29,970;Gram;0,030;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2016;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;6,550;Kilogram;6,550;
CIV;Africa;West and Central Africa;Côte d'Ivoire;ARQ;2016;Sedatives and tranquillizers;Other sedatives and tranquillizers;Other sedatives and tranquillizers;25,730;Gram;0,030;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);1,940;Kilogram;1,940;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2018;Cannabis-type drugs (excluding synthetic cannabinoids);;;2983,500;Kilogram;2983,500;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2018;Cocaine-type;Cocaine;Cocaine;1,740;Kilogram;1,740;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2018;Opioids;Heroin;Heroin;5,400;Gram;0,010;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2018;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;300,900;Gram;0,300;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2018;Sedatives and tranquillizers;Benzodiazepines;Clonazepam (Rivotril);299,000;Tablet;0,000;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2018;Sedatives and tranquillizers;Benzodiazepines;Lorazepam (Ativan, Temesta);60,000;Tablet;0,000;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);1,220;Ton;1218,620;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);153,700;Gram;0,150;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2016;Cocaine-type;Cocaine;Cocaine;10,810;Kilogram;10,810;
GMB;Africa;West and Central Africa;Gambia;HONLAF;2016;Sedatives and tranquillizers;Benzodiazepines;Clonazepam (Rivotril);1853,000;Tablet;0,020;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;“Ecstasy”-type substances;“Ecstasy”-type substances;3,4-methylenedioxymethamphetamine (MDMA);9816,000;Units;2,709;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;“Ecstasy”-type substances;“Ecstasy”-type substances;3,4-methylenedioxymethamphetamine (MDMA);2095,580;Kilograms;2095,580;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;“Ecstasy”-type substances;“Ecstasy”-type substances;Non-specified “ecstasy”-type substances;32,349;Kilograms;32,349;Includes MDA and MDEA
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;“Ecstasy”-type substances;“Ecstasy”-type substances;Tenamfetamine (MDA);151,000;Grams;0,151;
GHA;Africa;West and Central Africa;Ghana;INCSR;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);50,650;Ton;50650,000;First six months.
GHA;Africa;West and Central Africa;Ghana;INCSR;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;76,110;Kilogram;76,110;First six months.
GHA;Africa;West and Central Africa;Ghana;INCSR;2019;NPS;Plant-based NPS;Khat;455,600;Kilogram;455,600;First six months.
GHA;Africa;West and Central Africa;Ghana;INCSR;2019;Opioids;Pharmaceutical opioids;Codeine;972,000;Bottles;;First six months.
GHA;Africa;West and Central Africa;Ghana;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;6,420;Kilogram;6,420;
GHA;Africa;West and Central Africa;Ghana;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Other stimulants;25,000;Kilogram;25,000;
GHA;Africa;West and Central Africa;Ghana;ARQ;2018;Any other drugs/substances;;;12,750;Kilogram;12,750;
GHA;Africa;West and Central Africa;Ghana;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);1011,250;Kilogram;1011,250;
GHA;Africa;West and Central Africa;Ghana;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);1,600;Kilogram;1,600;
GHA;Africa;West and Central Africa;Ghana;ARQ;2018;Cocaine-type;Cocaine;Cocaine;29,470;Kilogram;29,470;
GHA;Africa;West and Central Africa;Ghana;UPU;2018;Opioids;Pharmaceutical opioids;Tramadol;242126,000;Unit;12,110;
GHA;Africa;West and Central Africa;Ghana;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;42,170;Kilogram;42,170;
GHA;Africa;West and Central Africa;Ghana;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);4672,840;Kilogram;4672,840;
GHA;Africa;West and Central Africa;Ghana;ARQ;2017;Cocaine-type;Cocaine;Cocaine;8,090;Kilogram;8,090;
GHA;Africa;West and Central Africa;Ghana;UPU;2017;Opioids;Pharmaceutical opioids;Tramadol;527192,000;Unit;26,360;
GHA;Africa;West and Central Africa;Ghana;ARQ;2016;Any other drugs/substances;;Other drugs/substances;3,580;Kilogram;3,580;
GHA;Africa;West and Central Africa;Ghana;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);2557,250;Kilogram;2557,250;
GHA;Africa;West and Central Africa;Ghana;ARQ;2016;Cocaine-type;Cocaine;Cocaine;5,720;Kilogram;5,720;
GHA;Africa;West and Central Africa;Ghana;ARQ;2016;Opioids;Heroin;Heroin;1,450;Kilogram;1,450;
GIN;Africa;West and Central Africa;Guinea;UPU;2017;Opioids;Pharmaceutical opioids;Tramadol;10,000;Kilogram;10,000;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;2036,000;Units;0,509;
LBR;Africa;West and Central Africa;Liberia;INCSR;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);7,430;Ton;7430,000;
LBR;Africa;West and Central Africa;Liberia;INCSR;2019;Cocaine-type;Cocaine;Cocaine;3,400;Kilogram;3,400;
LBR;Africa;West and Central Africa;Liberia;INCSR;2019;Opioids;Heroin;Heroin;46,000;Kilogram;46,000;
LBR;Africa;West and Central Africa;Liberia;INCSR;2019;Opioids;Pharmaceutical opioids;Tramadol;10,000;Litre;10,000;
LBR;Africa;West and Central Africa;Liberia;INCSR;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);8,900;Ton;8900,000;
LBR;Africa;West and Central Africa;Liberia;INCSR;2016;Cocaine-type;Cocaine;Cocaine;7,940;Kilogram;7,940;
LBR;Africa;West and Central Africa;Liberia;INCSR;2016;Opioids;Heroin;Heroin;14,320;Kilogram;14,320;
MLI;Africa;West and Central Africa;Mali;HONLAF;2018;Cocaine-type;Cocaine;Cocaine;2,760;Kilogram;2,760;
MLI;Africa;West and Central Africa;Mali;HONLAF;2018;Cocaine-type;Cocaine;Cocaine;62,930;Kilogram;62,930;
MLI;Africa;West and Central Africa;Mali;HONLAF;2018;Opioids;Heroin;Heroin;8,580;Kilogram;8,580;
MLI;Africa;West and Central Africa;Mali;HONLAF;2018;Opioids;Pharmaceutical opioids;Tramadol;601245,000;Tablet;30,060;
MLI;Africa;West and Central Africa;Mali;HONLAF;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);7705,850;Kilogram;7705,850;
MLI;Africa;West and Central Africa;Mali;HONLAF;2017;Cocaine-type;Cocaine;Cocaine;5,040;Kilogram;5,040;
MLI;Africa;West and Central Africa;Mali;HONLAF;2017;Opioids;Heroin;Heroin;10,000;Kilogram;10,000;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;6914,630;Millilitres;6,915;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;141,590;Kilograms;141,590;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;2,000;Units;0,001;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;8615,690;Kilograms;8615,690;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Cathinone;24,810;Kilograms;24,810;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Mephedrone (4-methylmethcathinone, 4-MMC);1,410;Kilograms;1,410;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Other stimulants;3622,340;Kilograms;3622,340;Incl Khat, Phenethylamine and Amphetamine Analogus
NER;Africa;West and Central Africa;Niger;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;2286,000;Tablet;0,570;
NER;Africa;West and Central Africa;Niger;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Non-specified amphetamine-type stimulants;8167,000;Tablet;2,040;
NER;Africa;West and Central Africa;Niger;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);2762,000;Kilogram;2762,000;
NER;Africa;West and Central Africa;Niger;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);2535,000;Kilogram;2535,000;
NER;Africa;West and Central Africa;Niger;ARQ;2018;Cocaine-type;Cocaine;Cocaine;6,000;Kilogram;6,000;
NER;Africa;West and Central Africa;Niger;ARQ;2018;Cocaine-type;Cocaine;Cocaine;0,180;Kilogram;0,180;
NER;Africa;West and Central Africa;Niger;UPU;2018;Opioids;Pharmaceutical opioids;Tramadol;16764956,000;Pill;838,250;
NER;Africa;West and Central Africa;Niger;OCTRIS;2017;Opioids;Pharmaceutical opioids;Tramadol;7337160,000;Pill;366,860;
NER;Africa;West and Central Africa;Niger;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;13617,000;Tablet;3,400;
NER;Africa;West and Central Africa;Niger;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Other stimulants;897,000;Tablet;0,220;
NER;Africa;West and Central Africa;Niger;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);7210138,000;Gram;7210,140;
NER;Africa;West and Central Africa;Niger;ARQ;2016;Cocaine-type;Cocaine;Cocaine;119,000;Gram;0,120;
NER;Africa;West and Central Africa;Niger;ARQ;2016;Cocaine-type;Cocaine;Cocaine;7,600;Gram;0,010;
NER;Africa;West and Central Africa;Niger;ARQ;2016;Opioids;Heroin;Heroin;130,250;Gram;0,130;
NER;Africa;West and Central Africa;Niger;ARQ;2016;Opioids;Pharmaceutical opioids;Tramadol;16909491,000;Tablet;845,470;
NER;Africa;West and Central Africa;Niger;ARQ;2016;Sedatives and tranquillizers;Benzodiazepines;Diazepam;5981838,000;Tablet;59,820;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Prescription stimulants;Methylphenidate;2,190;Kilograms;2,190;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Prescription stimulants;Methylphenidate (Ritalin, Concerta);1,000;Grams;0,001;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Prescription stimulants;Prescription stimulants;80,351;Kilograms;80,351;Dexamphetamine,Phentermine,Bupropion,Phendimetrazi
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Prescription stimulants;Prescription stimulants;711,000;Units;0,178;Dexamphetamine,Phentermine,Bupropion,Phendimetrazi
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Prescription stimulants;Prescription stimulants;690,000;Millilitres;0,690;Dexamphetamine,Phentermine,Bupropion,Phendimetrazi
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Any other drugs/substances;Other miscellaneous;Anabolic steroids;24572,500;Units;0,000;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Any other drugs/substances;Other miscellaneous;Anabolic steroids;21,815;Litres;21,815;
AUS;Oceania;Australia and New Zealand;Australia;ARQ;2020;Any other drugs/substances;Other miscellaneous;Anabolic steroids;7223,349;Grams;7,223;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;146,380;Kilogram;146,380;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Non-specified amphetamine-type stimulants;0,750;Kilogram;0,750;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Any other drugs/substances;;;4155,500;Kilogram;4155,500;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);602654,490;Kilogram;602654,490;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Cocaine-type;Cocaine;Cocaine;113,000;Kilogram;113,000;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;NPS;Plant-based NPS;Khat;92,690;Kilogram;92,690;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;NPS;;Other drugs/substances;1225,530;Kilogram;1225,530;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Opioids;Heroin;Heroin;23,890;Kilogram;23,890;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Opioids;Other illicit opiates;Other illicit opiates;1,750;Kilogram;1,750;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Opioids;Other illicit opioids;Other illicit opioids;287,280;Kilogram;287,280;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Opioids;Pharmaceutical opioids;Tramadol;2078,830;Kilogram;2078,830;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Precursors;Precursors;Precursors;454,090;Kilogram;454,090;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Sedatives and tranquillizers;Barbiturates;Barbiturates;22,570;Kilogram;22,570;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2019;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;1646,730;Kilogram;1646,730;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;270,080;Kilogram;270,080;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Other stimulants;326,560;Kilogram;326,560;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Any other drugs/substances;;;2971,250;Kilogram;2971,250;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);272052,100;Kilogram;272052,100;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Cocaine-type;Cocaine;Cocaine;124,850;Kilogram;124,850;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;NPS;Plant-based NPS;Khat;6,700;Kilogram;6,700;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Opioids;Heroin;Heroin;59,610;Kilogram;59,610;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Opioids;Other illicit opioids;Other illicit opioids;16717,020;Kilogram;16717,020;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Opioids;Pharmaceutical opioids;Tramadol;22562,000;Kilogram;22562,000;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Sedatives and tranquillizers;Barbiturates;Barbiturates;12,420;Kilogram;12,420;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2018;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;1464,930;Kilogram;1464,930;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Non-specified amphetamine-type stimulants;782,430;Kilogram;782,430;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Any other drugs/substances;;Other drugs/substances;9226,520;Kilogram;9226,520;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);191084,200;Kilogram;191084,200;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Cocaine-type;Cocaine;Cocaine;92,260;Kilogram;92,260;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Opioids;Heroin;Heroin;85,360;Kilogram;85,360;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Opioids;Other illicit opiates;;1,360;Kilogram;1,360;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Opioids;Pharmaceutical opioids;Codeine;9772,540;Kilogram;9772,540;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Opioids;Pharmaceutical opioids;Pharmaceutical opioids;221,430;Kilogram;221,430;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Opioids;Pharmaceutical opioids;Tramadol;92259,000;Kilogram;92259,000;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Precursors;Precursors;Precursors;168,850;Kilogram;168,850;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2017;Sedatives and tranquillizers;Non-specified sedatives and tranquillizers;Non-specified sedatives and tranquillizers;1784,690;Kilogram;1784,690;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Total amphetamine-type stimulants (ATS) (including the above, all other ATS, and any unspecified/undistinguished quantities of ATS);1268,510;Kilogram;1268,510;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);187374,000;Kilogram;187374,000;
NGA;Africa;West and Central Africa;Nigeria;ARQ;2016;Cocaine-type;Cocaine;Cocaine;302,090;Kilogram;302,090;
