Source,Region,SubRegion,Country/Territory,DrugGroup,Drug,DrugState,LevelOfSale,Year,Typical purity,Minimum purity,Maximum purity,Purity
ARQ,Europe,South-Eastern Europe,Romania,Opioids,Heroin,,Street,2017,,0.25,0.55,% (percent)
ARQ,Europe,South-Eastern Europe,Romania,Opioids,Heroin,,Street,2016,,0.18,0.55,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,109.23,20.00,226.08,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,0.30,0.07,0.53,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,104.94,18.00,218.16,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2017,94.19,15.71,186.51,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,97.79,53.62,163.00,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2016,87.59,30.00,169.00,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Amphetamine,,Street,2019,16.63,4.63,99.90,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Amphetamine,Tablets,Street,2018,19.58,1.50,128.00,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Amphetamine,Tablets,Wholesale,2017,70.03,2.00,98.70,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Amphetamine,,Wholesale,2017,0.10,0.05,0.13,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Amphetamine,Tablets,Wholesale,2016,14.89,4.00,28.00,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Amphetamine,Tablets,Street,2016,11.10,4.00,56.70,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Methamphetamine,,Street,2019,0.77,0.12,0.98,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2018,0.73,0.25,0.86,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Methamphetamine,,Street,2018,0.72,0.02,0.97,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2017,0.70,0.00,0.99,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Methamphetamine,Tablets,Wholesale,2017,48.59,3.56,109.20,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2016,0.65,0.03,0.88,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Methamphetamine,,Street,2016,0.71,0.00,0.96,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Amphetamine-type stimulants,Methamphetamine,Tablets,Wholesale,2016,82.00,,,Mg/Tablet
ARQ,Europe,South-Eastern Europe,Türkiye,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,0.03,0.00,0.17,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,0.03,0.00,0.21,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,0.04,0.00,0.27,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,0.05,0.00,0.26,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,0.07,0.00,0.33,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,0.06,0.00,0.25,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Cocaine-type,Cocaine,,Street,2019,0.59,0.13,0.93,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Cocaine-type,Cocaine,,Wholesale,2017,0.58,0.00,0.95,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Cocaine-type,Cocaine,,Street,2016,0.66,0.23,0.96,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Cocaine-type,Cocaine,,Wholesale,2016,0.78,0.40,0.88,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Opioids,Heroin,,Street,2019,0.21,0.02,0.60,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Opioids,Heroin,,Wholesale,2017,0.27,0.01,0.90,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Opioids,Heroin,,Street,2016,0.27,0.00,0.66,% (percent)
ARQ,Europe,South-Eastern Europe,Türkiye,Opioids,Heroin,,Wholesale,2016,0.49,0.00,0.69,% (percent)
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2019,0.69,0.01,0.79,% (percent)
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,0.66,0.09,0.79,% (percent)
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,146.60,69.18,235.30,Mg/Tablet
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2019,147.00,42.80,235.30,Mg/Tablet
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2017,161.13,9.92,249.98,Mg/Tablet
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2017,162.32,9.92,253.39,Mg/Tablet
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2017,0.67,0.00,0.87,% (percent)
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2017,0.66,0.00,0.87,% (percent)
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2016,0.65,0.00,0.88,% (percent)
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2016,38.10,0.10,58.89,Mg/Tablet
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,37.15,0.10,58.59,Mg/Tablet
ARQ,Europe,Western and Central Europe,Austria,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2016,0.66,0.00,0.88,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,0.21,0.00,0.73,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine,,Street,2019,0.20,0.00,0.73,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine,,Wholesale,2017,0.14,0.00,0.75,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine,Tablets,Wholesale,2017,3.69,0.19,26.90,Mg/Tablet
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine,,Street,2017,0.14,0.00,0.75,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine,,Street,2016,0.14,0.00,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine,,Wholesale,2016,0.15,0.00,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine,Tablets,Wholesale,2016,0.44,0.12,0.94,Mg/Tablet
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Amphetamine,Tablets,Street,2016,0.37,0.22,0.66,Mg/Tablet
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Methamphetamine,,Street,2019,0.59,0.00,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2019,0.61,0.01,0.81,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Methamphetamine,,Street,2017,0.57,0.00,0.81,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2017,0.57,0.00,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2016,0.56,0.00,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Amphetamine-type stimulants,Methamphetamine,,Street,2016,0.59,0.00,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,0.07,0.00,0.23,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,0.08,0.00,0.23,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,0.10,0.00,0.54,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,0.10,0.00,0.54,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,0.11,0.01,0.33,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,0.10,0.00,0.33,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis oil,,Wholesale,2017,0.15,0.00,0.72,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis oil,,Wholesale,2016,0.18,0.00,0.57,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis oil,,Street,2016,0.24,0.00,0.57,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,0.17,0.00,0.41,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,0.18,0.00,0.41,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,0.13,0.00,0.44,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,0.13,0.00,0.44,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,0.15,0.00,0.52,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,0.14,0.00,0.52,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cocaine-type,Cocaine,,Street,2019,0.52,0.01,0.86,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cocaine-type,Cocaine,,Wholesale,2019,0.55,0.00,0.87,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cocaine-type,Cocaine,,Wholesale,2017,0.52,0.00,0.86,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cocaine-type,Cocaine,,Street,2017,0.51,0.00,0.86,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cocaine-type,Cocaine,,Street,2016,0.46,0.00,0.88,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Cocaine-type,Cocaine,,Wholesale,2016,0.49,0.00,0.88,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Heroin,,Street,2019,0.18,0.00,0.67,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Heroin,,Wholesale,2019,0.19,0.00,0.67,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Heroin,,Street,2017,0.15,0.00,0.55,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Heroin,,Wholesale,2017,0.16,0.00,0.58,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Heroin,,Street,2016,0.14,0.00,0.57,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Heroin,,Wholesale,2016,0.16,0.00,0.57,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Opiates,,Wholesale,2019,0.05,0.00,0.12,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Opiates,,Wholesale,2017,0.04,0.01,0.09,% (percent)
ARQ,Europe,Western and Central Europe,Austria,Opioids,Opiates,,Wholesale,2016,0.14,0.09,0.24,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,,0.39,0.95,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,,20.54,256.85,Mg/Tablet
ARQ,Europe,Western and Central Europe,Belgium,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2017,,18.00,236.70,Mg/Tablet
ARQ,Europe,Western and Central Europe,Belgium,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,122.00,6.60,240.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Belgium,Amphetamine-type stimulants,Amphetamine,,Street,2018,,0.00,0.72,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Amphetamine-type stimulants,Amphetamine,,Street,2017,,0.00,0.58,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Amphetamine-type stimulants,Amphetamine,,Street,2016,0.36,0.02,0.74,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Amphetamine-type stimulants,Methamphetamine,,Street,2018,,0.50,1.00,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,,0.02,0.35,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,,0.01,0.29,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,0.22,0.01,0.25,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,,0.04,0.34,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,,0.00,0.36,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,0.18,0.04,0.31,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Cocaine-type,Cocaine,,Street,2018,,0.01,100.00,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Cocaine-type,Cocaine,,Street,2017,,0.04,100.00,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,NPS,GBL/GHB,,Street,2016,0.14,0.00,1.00,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Opioids,Heroin,,Street,2016,0.30,0.03,0.73,% (percent)
ARQ,Europe,Western and Central Europe,Belgium,Sedatives and tranquillizers,GBL/GHB,,Street,2016,0.41,0.07,0.59,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Amphetamine-type stimulants,Methamphetamine,,Street,2019,0.50,0.44,0.55,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,0.05,0.02,0.07,% (percent)
ARQ,Europe,Western and Central Europe,Cyprus,Cocaine-type,Cocaine,,Street,2019,0.81,0.63,0.96,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,,0.09,0.84,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2019,,0.23,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2017,,0.04,0.84,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2016,,0.22,0.84,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Amphetamine,,Street,2019,,0.16,0.76,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Amphetamine,,Street,2017,,0.03,0.76,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Amphetamine,,Street,2016,,0.02,0.75,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine,,Street,2019,,0.09,0.91,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2019,0.80,0.65,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2018,,0.62,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2017,,0.40,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine,,Street,2017,,0.06,0.81,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine,,Street,2016,,0.10,0.81,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2016,,0.16,0.81,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,,0.00,0.31,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,0.02,0.00,0.24,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,,0.00,0.24,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,,0.00,0.26,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,,0.00,0.29,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,,0.07,0.54,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,,0.02,0.44,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,,0.09,0.41,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine,,Street,2019,,0.12,0.96,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine,,Wholesale,2019,,0.85,,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine,,Street,2018,,0.05,0.90,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine,,Wholesale,2018,,0.65,0.83,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine,,Street,2017,,0.19,0.88,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine,,Wholesale,2017,,,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine,,Wholesale,2016,,0.35,0.87,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine,,Street,2016,,0.10,0.87,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Opioids,Heroin,,Street,2019,,0.03,0.51,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Opioids,Heroin,,Wholesale,2019,,0.71,0.74,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Opioids,Heroin,,Street,2018,,0.12,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Opioids,Heroin,,Street,2017,,0.05,0.67,% (percent)
ARQ,Europe,Western and Central Europe,Czechia,Opioids,Heroin,,Street,2016,,0.11,0.30,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,Amphetamine-type stimulants,Amphetamine,,Street,2019,0.15,0.10,0.21,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,0.28,0.25,0.30,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,0.28,0.25,0.30,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,Cocaine-type,Cocaine,,Street,2019,0.59,0.56,0.62,% (percent)
ARQ,Europe,Western and Central Europe,Denmark,Opioids,Heroin,,Street,2019,0.21,0.13,0.29,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2019,162.00,78.00,242.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,153.00,61.00,240.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,0.70,0.01,0.84,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2019,0.78,0.14,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2017,136.00,52.00,205.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2017,123.00,32.00,231.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2017,0.78,0.38,0.84,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2017,0.75,0.03,0.84,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2016,111.00,52.00,184.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2016,0.75,0.41,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,102.00,27.00,188.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Estonia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2016,0.73,0.16,0.83,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Amphetamine,,Street,2019,0.16,0.00,0.73,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,0.38,0.00,0.73,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Amphetamine,,Street,2017,0.17,0.01,0.73,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Amphetamine,,Wholesale,2017,0.16,0.01,0.64,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Amphetamine,,Street,2016,0.16,0.01,0.72,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Amphetamine,,Wholesale,2016,0.17,0.01,0.71,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2019,0.11,0.01,0.22,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Methamphetamine,,Street,2019,0.15,0.01,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2017,0.22,0.09,0.37,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Methamphetamine,,Street,2017,0.39,0.04,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Methamphetamine,Tablets,Wholesale,2017,24.00,,,Mg/Tablet
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Methamphetamine,Tablets,Wholesale,2016,24.00,,,Mg/Tablet
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2016,0.17,0.04,0.38,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Amphetamine-type stimulants,Methamphetamine,,Street,2016,0.22,0.01,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,0.14,0.00,0.33,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,0.14,0.00,0.35,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,0.15,0.00,0.27,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,0.15,0.00,0.55,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,0.14,0.00,0.28,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,0.14,0.00,0.33,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis oil,,Street,2019,0.28,0.03,0.42,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis oil,,Wholesale,2019,0.07,0.00,0.07,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis oil,,Street,2017,0.42,0.06,0.76,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis oil,,Wholesale,2017,0.13,0.03,0.38,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis oil,,Wholesale,2016,0.03,0.01,0.03,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,0.18,0.01,0.37,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,0.21,0.01,0.38,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,0.21,0.02,0.40,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,0.19,0.02,0.38,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,0.13,0.05,0.28,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,0.17,0.01,0.28,% (percent)
ARQ,Europe,Western and Central Europe,Estonia,Cocaine-type,Cocaine,,Wholesale,2019,0.63,0.01,0.86,% (percent)
